,Department,Course Number,Instructor,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
447,CSE,CSE 100 ,"Alvarado, Christine J.",FA13,205,161,98.1,93.5,9.87,3.34,2.64
448,CSE,CSE 100 ,"Alvarado, Christine J.",FA16,321,292,97.4,96.55,11.46,3.51,3.19
449,CSE,CSE 100 ,"Alvarado, Christine J.",SP16,386,325,94.8,92.05,11.065,3.165,2.7
450,CSE,CSE 100 ,"Alvarado, Christine J.",WI15,196,139,96.4,94.9,12.5,3.14,2.51
451,CSE,CSE 100 ,"Alvarado, Christine J.",WI16,424,364,96.25,95.45,10.87,3.35,2.89
452,CSE,CSE 100 ,"Alvarado, Christine J.",WI17,449,385,95.05,96.9,12.415,3.365,2.86
453,CSE,CSE 100 ,"Alvarado, Christine J.",WI19,420,394,97.5,99.4,10.965,3.315,3.05
454,CSE,CSE 100 ,"Baden, Scott B.",SP13,139,37,78.4,45.9,10.39,3.3,2.6
455,CSE,CSE 100 ,"Baden, Scott B.",SP14,178,79,93.0,22.5,12.95,3.07,2.4
456,CSE,CSE 100 ,"Bandeira, Nuno Filipe Cabrita",FA15,296,123,93.15,88.30000000000003,9.83,3.21,3.14
457,CSE,CSE 100 ,"Bandeira, Nuno Filipe Cabrita",WI14,135,59,98.2,89.3,9.63,3.02,3.29
458,CSE,CSE 100 ,"Burkhard, Walter A.",SP08,65,30,90.0,40.0,8.03,3.21,2.87
459,CSE,CSE 100 ,"Burkhard, Walter A.",SP10,131,66,89.4,62.1,6.5,3.31,2.43
460,CSE,CSE 100 ,"Burkhard, Walter A.",SP11,115,42,81.0,28.6,8.31,2.93,2.64
461,CSE,CSE 100 ,"Burkhard, Walter A.",SP12,112,43,86.0,58.1,7.94,2.95,2.62
462,CSE,CSE 100 ,"Burkhard, Walter A.",WI08,48,24,90.9,81.8,6.0,3.36,2.67
463,CSE,CSE 100 ,"Burkhard, Walter A.",WI10,94,43,88.4,62.8,7.94,3.46,2.73
464,CSE,CSE 100 ,"Burkhard, Walter A.",WI11,144,57,77.2,28.1,8.64,2.98,2.52
465,CSE,CSE 100 ,"Burkhard, Walter A.",WI12,150,65,83.1,43.1,6.28,3.13,2.83
466,CSE,CSE 100 ,"Cao, Yingjun",S216,61,53,94.2,94.2,14.29,3.37,3.01
467,CSE,CSE 100 ,"Cao, Yingjun",S218,36,15,93.3,93.3,17.83,3.4,2.97
468,CSE,CSE 100 ,"Cao, Yingjun",S219,34,26,96.2,92.3,18.88,3.08,2.87
469,CSE,CSE 100 ,"Cao, Yingjun",SP17,386,325,95.9,94.65,12.095,3.315,3.05
470,CSE,CSE 100 ,"Cao, Yingjun",SP19,381,241,84.8,79.69999999999997,15.34,3.08,3.05
471,CSE,CSE 100 ,"Freund, Yoav",SP12,112,38,80.6,69.4,8.22,2.95,2.62
472,CSE,CSE 100 ,"Freund, Yoav",SP13,98,35,97.1,82.4,10.09,3.39,3.26
473,CSE,CSE 100 ,"Hofri, Matan",S213,74,12,91.7,50.0,14.83,3.08,2.62
474,CSE,CSE 100 ,"Kube, Paul Richard",FA07,41,27,88.9,92.3,13.46,3.13,2.97
475,CSE,CSE 100 ,"Kube, Paul Richard",FA09,55,32,93.8,87.5,12.06,3.13,2.99
476,CSE,CSE 100 ,"Kube, Paul Richard",FA10,139,75,93.3,80.0,10.82,3.23,2.95
477,CSE,CSE 100 ,"Kube, Paul Richard",FA11,140,65,90.8,86.2,11.45,3.26,2.95
478,CSE,CSE 100 ,"Kube, Paul Richard",FA12,236,96,90.1,86.4,10.33,3.38,3.13
479,CSE,CSE 100 ,"Kube, Paul Richard",S111,52,21,95.2,95.2,16.12,2.95,2.74
480,CSE,CSE 100 ,"Kube, Paul Richard",SP09,74,11,90.9,70.0,7.41,3.45,2.89
481,CSE,CSE 100 ,"Kube, Paul Richard",WI09,53,29,92.9,85.2,10.91,3.21,3.03
482,CSE,CSE 100 ,"Kube, Paul Richard",WI13,219,78,90.7,85.3,10.12,3.18,2.97
483,CSE,CSE 100 ,"Kube, Paul Richard",WI14,164,77,97.1,81.4,10.01,3.48,3.27
484,CSE,CSE 100 ,"Lee, Cynthia Bailey",FA08,58,35,82.9,85.7,14.56,3.18,2.72
485,CSE,CSE 100 ,"Mirza, Diba",FA14,380,269,93.8,91.45,11.25,3.195,3.02
486,CSE,CSE 100 ,"Mirza, Diba",S114,75,28,100.0,92.9,12.5,3.67,3.13
487,CSE,CSE 100 ,"Mirza, Diba",SP15,194,149,96.6,97.3,10.73,3.18,3.17
488,CSE,CSE 100 ,"Mirza, Diba",WI16,131,105,93.3,98.1,10.83,3.22,2.56
489,CSE,CSE 100 ,"Nguyen, Hau Cao",FA17,285,226,92.4,68.25,11.005,3.5,3.45
490,CSE,CSE 100 ,"Nguyen, Hau Cao",SP18,375,130,81.1,26.4,10.15,3.46,3.55
491,CSE,CSE 100 ,"Porter, Leonard Emerson",FA18,298,263,93.1,96.2,11.04,3.4,3.1
492,CSE,CSE 100 ,"Porter, Leonard Emerson",WI15,193,148,94.6,94.6,10.46,3.43,3.07
493,CSE,CSE 100 ,"Porter, Leonard Emerson",WI18,393,341,97.95,97.6,12.41,3.3200000000000003,3.1
494,CSE,CSE 100 ,"Sahoo, Debashis",FA15,79,42,90.2,65.9,9.0,3.5,3.17
495,CSE,CSE 100 ,"Sahoo, Debashis",FA16,137,117,88.8,71.6,10.95,3.31,2.55
496,CSE,CSE 100 ,"Sahoo, Debashis",FA17,141,113,95.6,75.2,11.72,3.55,3.32
497,CSE,CSE 100 ,"Sahoo, Debashis",FA18,129,112,88.4,74.1,11.29,3.27,3.01
498,CSE,CSE 100 ,"Sahoo, Debashis",SP15,192,160,91.9,55.0,10.14,3.28,3.25
499,CSE,CSE 101 ,"Braun, Oliver",S218,39,32,93.5,93.5,7.15,3.42,2.8
500,CSE,CSE 101 ,"Braun, Oliver",S219,37,28,100.0,96.3,8.72,3.27,3.17
501,CSE,CSE 101 ,"Burkhard, Walter A.",SP08,53,36,80.0,38.9,6.33,3.19,2.9
502,CSE,CSE 101 ,"Dasgupta, Sanjoy",FA07,58,48,72.9,93.8,9.71,3.27,2.91
503,CSE,CSE 101 ,"Dasgupta, Sanjoy",FA11,143,70,91.4,100.0,7.76,3.0,3.02
504,CSE,CSE 101 ,"Dasgupta, Sanjoy",FA12,184,83,92.3,100.0,9.02,3.0,2.81
505,CSE,CSE 101 ,"Dasgupta, Sanjoy",FA13,362,138,94.45,99.25,7.2200000000000015,3.125,2.9
506,CSE,CSE 101 ,"Dasgupta, Sanjoy",FA14,265,120,92.8,95.5,7.78,3.04,2.95
507,CSE,CSE 101 ,"Dasgupta, Sanjoy",FA15,175,70,98.5,97.1,7.27,3.39,3.07
508,CSE,CSE 101 ,"Dasgupta, Sanjoy",WI09,66,26,84.6,96.2,8.74,3.08,2.86
509,CSE,CSE 101 ,"Freund, Yoav",FA09,68,37,75.0,52.8,6.28,3.22,3.05
510,CSE,CSE 101 ,"Freund, Yoav",FA10,119,57,82.5,40.4,6.54,3.04,3.27
511,CSE,CSE 101 ,"Glick, John H",SP15,277,114,88.25,86.4,8.17,3.28,3.04
512,CSE,CSE 101 ,"Impagliazzo, Russell",FA17,136,53,94.0,58.3,9.5,3.45,3.17
513,CSE,CSE 101 ,"Impagliazzo, Russell",SP09,38,27,74.1,66.7,6.65,3.13,2.6
514,CSE,CSE 101 ,"Impagliazzo, Russell",SP11,70,31,85.7,57.1,7.97,3.28,2.65
515,CSE,CSE 101 ,"Impagliazzo, Russell",SP13,102,34,87.9,75.8,9.17,3.31,3.28
516,CSE,CSE 101 ,"Impagliazzo, Russell",SP14,148,40,87.5,57.5,7.34,3.23,3.54
517,CSE,CSE 101 ,"Impagliazzo, Russell",SP17,77,31,90.3,54.8,7.63,3.38,3.21
518,CSE,CSE 101 ,"Impagliazzo, Russell",SP19,151,59,85.7,66.1,8.43,3.06,2.95
519,CSE,CSE 101 ,"Jaiswal, Ragesh",FA15,110,53,90.0,40.0,6.74,2.73,2.95
520,CSE,CSE 101 ,"Jaiswal, Ragesh",WI16,189,95,88.2,70.35,7.74,3.165,2.95
521,CSE,CSE 101 ,"Jones, Miles E",FA15,136,65,92.1,96.8,6.5,3.48,3.41
522,CSE,CSE 101 ,"Jones, Miles E",FA16,402,189,92.16666666666669,92.23333333333332,7.813333333333333,3.18,3.39
523,CSE,CSE 101 ,"Jones, Miles E",FA17,165,70,95.4,89.2,8.26,3.46,3.26
524,CSE,CSE 101 ,"Jones, Miles E",SP16,392,149,88.6,84.15,7.175,3.19,3.15
525,CSE,CSE 101 ,"Jones, Miles E",SP17,229,102,84.2,89.5,8.76,3.1,3.2
526,CSE,CSE 101 ,"Jones, Miles E",SP18,167,49,82.2,88.6,8.76,3.13,2.89
527,CSE,CSE 101 ,"Jones, Miles E",SP19,300,88,79.25,84.75,9.175,2.83,2.77
528,CSE,CSE 101 ,"Jones, Miles E",WI17,351,156,95.15,94.3,6.4,3.4850000000000003,3.49
529,CSE,CSE 101 ,"Jones, Miles E",WI19,349,133,94.6,91.9,8.690000000000001,3.325,2.97
530,CSE,CSE 101 ,"Kahng, Andrew Byun",FA08,58,29,85.2,60.7,7.74,3.04,2.72
531,CSE,CSE 101 ,"Kahng, Andrew Byun",WI08,39,28,78.6,78.6,8.36,2.96,2.94
532,CSE,CSE 101 ,"Kahng, Andrew Byun",WI11,138,72,69.4,44.4,8.39,2.8,2.95
533,CSE,CSE 101 ,"Kahng, Andrew Byun",WI12,146,58,86.0,78.9,10.08,3.16,2.93
534,CSE,CSE 101 ,"Kahng, Andrew Byun",WI13,154,56,79.6,83.3,9.77,3.16,2.87
535,CSE,CSE 101 ,"Kahng, Andrew Byun",WI14,136,59,84.5,60.3,10.15,3.1,2.92
536,CSE,CSE 101 ,"Kahng, Andrew Byun",WI15,137,40,87.5,77.5,9.3,2.98,3.41
537,CSE,CSE 101 ,"Kahng, Andrew Byun",WI16,126,58,86.8,77.4,12.12,3.11,2.95
538,CSE,CSE 101 ,"Kahng, Andrew Byun",WI18,254,118,78.8,67.9,11.92,2.83,2.9
539,CSE,CSE 101 ,"Kane, Daniel Mertz",FA18,148,67,93.8,95.2,12.31,3.11,3.16
540,CSE,CSE 101 ,"Kane, Daniel Mertz",SP16,53,33,90.6,90.6,8.7,3.21,3.13
541,CSE,CSE 101 ,"Kane, Daniel Mertz",SP17,92,49,93.5,87.0,9.54,3.23,3.29
542,CSE,CSE 101 ,"Kane, Daniel Mertz",SP18,141,49,83.0,80.9,11.46,3.17,3.12
543,CSE,CSE 101 ,"Kane, Daniel Mertz",WI15,159,68,89.2,76.9,9.97,3.12,3.19
544,CSE,CSE 101 ,"Kulikov, Alexander",SP15,80,37,85.7,77.1,11.56,3.26,2.95
545,CSE,CSE 101 ,"Ochoa, Benjamin Lawrence",FA18,186,50,87.0,78.3,7.99,3.23,2.59
546,CSE,CSE 101 ,"Paturi, Ramamohan",S111,33,13,69.2,46.2,7.42,2.69,2.77
547,CSE,CSE 101 ,"Paturi, Ramamohan",S112,26,10,90.0,90.0,7.7,3.0,3.02
548,CSE,CSE 101 ,"Paturi, Ramamohan",S113,31,8,100.0,100.0,9.25,3.13,3.32
549,CSE,CSE 101 ,"Paturi, Ramamohan",S114,39,6,100.0,100.0,9.3,3.0,3.17
550,CSE,CSE 101 ,"Paturi, Ramamohan",S115,35,11,100.0,72.7,9.41,3.3,3.51
551,CSE,CSE 101 ,"Paturi, Ramamohan",S116,43,16,100.0,93.8,10.88,3.19,2.84
552,CSE,CSE 101 ,"Paturi, Ramamohan",S117,37,8,100.0,100.0,10.0,3.13,2.92
553,CSE,CSE 101 ,"Paturi, Ramamohan",SP12,116,54,87.0,70.4,8.43,3.15,3.12
554,CSE,CSE 101 ,"Paturi, Ramamohan",WI10,79,38,89.5,65.8,6.45,3.3,3.12
555,CSE,CSE 103 ,"Dasgupta, Sanjoy",FA10,45,31,96.8,100.0,5.98,3.3,3.14
556,CSE,CSE 103 ,"Dasgupta, Sanjoy",WI10,54,33,81.8,93.9,4.86,2.91,3.11
557,CSE,CSE 103 ,"Freund, Yoav",FA11,117,65,67.7,64.6,6.72,3.02,3.32
558,CSE,CSE 103 ,"Freund, Yoav",FA12,143,52,63.3,44.9,7.25,3.48,3.48
559,CSE,CSE 103 ,"Freund, Yoav",FA13,181,61,62.5,62.5,5.55,3.53,3.22
560,CSE,CSE 103 ,"Freund, Yoav",FA14,195,77,65.3,59.7,5.17,3.33,3.48
561,CSE,CSE 103 ,"Freund, Yoav",FA15,271,102,67.7,61.6,5.14,3.46,3.34
562,CSE,CSE 103 ,"Freund, Yoav",FA16,264,121,65.5,59.5,5.4,3.34,3.55
563,CSE,CSE 103 ,"Freund, Yoav",FA17,287,141,35.55,30.8,8.645,3.27,3.36
564,CSE,CSE 103 ,"Freund, Yoav",FA18,144,59,45.5,49.1,6.84,3.26,3.42
565,CSE,CSE 105 ,"Ferrante, Jeanne",SP14,187,70,77.6,88.1,8.28,3.14,2.66
566,CSE,CSE 105 ,"Ferrante, Jeanne",SP15,377,328,75.5,95.7,7.825,3.035,2.8
567,CSE,CSE 105 ,"Ferrante, Jeanne",SP16,215,86,82.7,96.3,9.03,3.11,2.82
568,CSE,CSE 105 ,"Israeli, Amos",FA08,51,25,80.0,84.0,7.22,3.0,2.65
569,CSE,CSE 105 ,"Israeli, Amos",WI09,41,30,69.0,65.5,6.98,2.9,2.58
570,CSE,CSE 105 ,"Jones, Miles E",FA18,226,78,87.95,92.4,7.875,3.355,2.89
571,CSE,CSE 105 ,"Jones, Miles E",WI18,191,149,87.2,87.2,8.91,3.1,2.87
572,CSE,CSE 105 ,"Lee, Cynthia Bailey",S111,27,22,90.9,100.0,7.41,3.27,2.74
573,CSE,CSE 105 ,"Lee, Cynthia Bailey",SP11,194,130,76.0,97.6,5.93,3.34,2.82
574,CSE,CSE 105 ,"Lee, Cynthia Bailey",WI13,167,84,83.3,91.7,6.8,3.14,2.71
575,CSE,CSE 105 ,"Lovett, Shachar",FA17,323,203,89.1,90.4,7.76,3.5,3.54
576,CSE,CSE 105 ,"Lovett, Shachar",SP19,382,270,94.1,95.5,7.48,3.46,3.3
577,CSE,CSE 105 ,"Micciancio, Daniele",FA10,106,53,69.8,86.8,9.18,3.26,3.07
578,CSE,CSE 105 ,"Micciancio, Daniele",FA11,86,42,81.0,64.3,7.55,3.07,2.71
579,CSE,CSE 105 ,"Micciancio, Daniele",FA15,145,44,73.35,53.2,8.48,2.92,2.84
580,CSE,CSE 105 ,"Micciancio, Daniele",FA16,258,114,78.94999999999997,57.5,8.75,3.01,2.99
581,CSE,CSE 105 ,"Micciancio, Daniele",SP08,58,28,82.1,75.0,6.71,2.81,2.97
582,CSE,CSE 105 ,"Micciancio, Daniele",SP09,44,21,71.4,85.7,5.36,3.24,2.98
583,CSE,CSE 105 ,"Micciancio, Daniele",SP13,108,23,56.5,47.8,7.59,2.95,2.01
584,CSE,CSE 105 ,"Micciancio, Daniele",WI08,42,31,80.6,96.8,4.77,3.41,2.93
585,CSE,CSE 105 ,"Micciancio, Daniele",WI10,65,32,93.8,96.8,7.81,3.48,2.59
586,CSE,CSE 105 ,"Micciancio, Daniele",WI14,127,74,51.4,43.2,9.57,2.63,2.04
587,CSE,CSE 105 ,"Micciancio, Daniele",WI15,110,47,52.4,50.0,8.26,2.59,1.97
588,CSE,CSE 105 ,"Minnes Kemp, Mor Mia",FA16,209,87,76.7,97.7,8.81,2.94,2.84
589,CSE,CSE 105 ,"Minnes Kemp, Mor Mia",SP14,114,47,84.4,100.0,7.9,3.23,2.84
590,CSE,CSE 105 ,"Minnes Kemp, Mor Mia",SP16,213,85,82.1,97.4,9.29,3.1,2.76
591,CSE,CSE 105 ,"Minnes Kemp, Mor Mia",SP17,385,314,87.55000000000003,95.2,7.46,3.145,2.79
592,CSE,CSE 105 ,"Minnes Kemp, Mor Mia",SP18,362,136,90.7,96.85,8.675,3.325,2.82
593,CSE,CSE 105 ,"Minnes Kemp, Mor Mia",WI18,151,124,91.7,97.5,8.43,3.34,3.12
594,CSE,CSE 105 ,"Minnes Kemp, Mor Mia",WI19,348,225,92.2,97.25,8.065000000000001,3.3600000000000003,2.89
595,CSE,CSE 105 ,"Paturi, Ramamohan",FA07,36,29,84.6,96.3,5.46,3.5,3.3
596,CSE,CSE 105 ,"Shacham, Hovav",FA09,37,30,73.3,90.0,7.23,3.03,3.07
597,CSE,CSE 105 ,"Shacham, Hovav",FA12,150,53,67.3,75.0,8.69,2.9,2.66
598,CSE,CSE 105 ,"Shacham, Hovav",FA13,141,53,71.4,89.8,9.95,2.94,2.31
599,CSE,CSE 105 ,"Shacham, Hovav",FA14,185,70,47.7,67.7,9.04,2.8,2.19
600,CSE,CSE 105 ,"Shacham, Hovav",WI11,119,65,44.6,50.8,8.35,2.84,2.73
601,CSE,CSE 105 ,"Shacham, Hovav",WI12,87,43,67.4,81.4,9.29,2.81,2.73
602,CSE,CSE 105 ,"Shacham, Hovav",WI15,115,42,61.0,73.2,9.91,2.66,2.0
603,CSE,CSE 105 ,"Shacham, Hovav",WI16,122,52,73.5,81.6,7.23,2.47,2.02
604,CSE,CSE 105 ,"Tiefenbruck, Janine LoBue",WI17,382,324,91.0,97.55,8.31,3.1950000000000003,2.84
605,CSE,CSE 105 ,"Tsiatas, Alexander S",SP12,152,110,80.0,96.3,6.76,2.97,2.95
606,CSE,CSE 107 ,"Bellare, Mihir",FA17,59,22,90.9,90.5,8.12,2.71,2.67
607,CSE,CSE 107 ,"Bellare, Mihir",FA18,61,24,91.3,78.3,7.75,2.83,3.12
608,CSE,CSE 107 ,"Bellare, Mihir",WI08,12,9,100.0,88.9,6.06,3.0,3.33
609,CSE,CSE 107 ,"Bellare, Mihir",WI09,22,15,93.3,93.3,4.5,3.29,3.19
610,CSE,CSE 107 ,"Bellare, Mihir",WI12,33,18,88.2,88.2,8.03,2.94,2.5
611,CSE,CSE 107 ,"Bellare, Mihir",WI13,34,16,75.0,56.3,8.63,2.0,2.66
612,CSE,CSE 107 ,"Bellare, Mihir",WI14,49,33,97.0,87.9,6.13,3.25,3.14
613,CSE,CSE 107 ,"Bellare, Mihir",WI15,45,17,80.0,73.3,7.57,2.67,2.85
614,CSE,CSE 107 ,"Bellare, Mihir",WI16,45,17,92.9,100.0,8.96,3.08,3.54
615,CSE,CSE 107 ,"Bellare, Mihir",WI17,51,19,100.0,100.0,7.87,3.32,3.33
616,CSE,CSE 107 ,"Bellare, Mihir",WI18,40,21,85.7,71.4,8.2,2.4,2.64
617,CSE,CSE 107 ,"Micciancio, Daniele",SP19,84,24,69.6,81.8,9.28,3.0,3.2
618,CSE,CSE 11 ,"August, Robert Henry",S119,27,6,66.7,83.3,7.17,3.5,3.03
619,CSE,CSE 11 ,"August, Robert Henry",S219,27,14,100.0,100.0,10.0,3.75,3.4
620,CSE,CSE 11 ,"August, Robert Henry",SP19,180,68,92.3,87.7,5.98,3.58,3.26
621,CSE,CSE 11 ,"Jundt, Adam H",WI15,174,80,94.7,90.8,7.98,3.73,3.52
622,CSE,CSE 11 ,"Jundt, Adam H",WI16,279,133,91.6,93.45,11.065,3.645,3.41
623,CSE,CSE 11 ,"Kube, Paul Richard",SP08,26,13,100.0,92.3,7.73,3.22,2.61
624,CSE,CSE 11 ,"Kube, Paul Richard",SP09,41,11,72.7,81.8,8.32,3.18,2.95
625,CSE,CSE 11 ,"Kube, Paul Richard",SP11,41,16,100.0,92.9,13.64,3.07,2.96
626,CSE,CSE 11 ,"Kube, Paul Richard",WI08,27,14,84.6,83.3,7.79,3.15,2.81
627,CSE,CSE 11 ,"Kube, Paul Richard",WI09,47,18,88.9,88.2,10.72,3.29,3.0
628,CSE,CSE 11 ,"Marx, Susan S",FA07,40,27,92.3,92.3,8.5,3.44,2.85
629,CSE,CSE 11 ,"Marx, Susan S",S111,31,6,100.0,100.0,11.83,3.5,2.6
630,CSE,CSE 11 ,"Marx, Susan S",S112,41,10,100.0,70.0,10.7,3.8,3.02
631,CSE,CSE 11 ,"Marx, Susan S",S113,37,6,100.0,80.0,8.9,3.5,2.64
632,CSE,CSE 11 ,"Marx, Susan S",S114,30,5,100.0,100.0,9.3,3.6,2.95
633,CSE,CSE 11 ,"Marx, Susan S",S115,42,7,85.7,57.1,13.36,3.2,3.12
634,CSE,CSE 11 ,"Marx, Susan S",S116,36,14,91.7,91.7,6.17,3.8,3.0
635,CSE,CSE 11 ,"Marx, Susan S",S117,29,11,81.8,63.6,10.68,3.0,2.34
636,CSE,CSE 11 ,"Marx, Susan S",S213,33,6,100.0,83.3,14.17,3.17,2.83
637,CSE,CSE 11 ,"Marx, Susan S",S214,36,9,77.8,77.8,9.39,3.63,3.01
638,CSE,CSE 11 ,"Marx, Susan S",S215,40,15,85.7,71.4,10.19,3.5,3.01
639,CSE,CSE 11 ,"Marx, Susan S",S216,39,17,68.8,50.0,11.38,3.44,2.99
640,CSE,CSE 11 ,"Marx, Susan S",S217,31,9,88.9,75.0,14.28,3.56,2.68
641,CSE,CSE 11 ,"Marx, Susan S",SP10,50,31,93.5,87.1,6.77,3.08,2.48
642,CSE,CSE 11 ,"Marx, Susan S",SP12,48,21,100.0,75.0,9.7,3.26,2.22
643,CSE,CSE 11 ,"Marx, Susan S",WI10,51,21,95.2,80.0,7.6,2.83,2.59
644,CSE,CSE 11 ,"Marx, Susan S",WI11,46,23,100.0,54.5,7.98,3.38,2.52
645,CSE,CSE 11 ,"Marx, Susan S",WI12,44,21,90.5,71.4,10.79,2.74,2.62
646,CSE,CSE 11 ,"Miranda, Gregory Joseph",S119,31,8,100.0,87.5,17.75,3.67,3.31
647,CSE,CSE 11 ,"Miranda, Gregory Joseph",S219,32,7,71.4,71.4,11.93,3.57,3.11
648,CSE,CSE 11 ,"Miranda, Gregory Joseph",SP14,138,57,83.0,60.4,12.62,3.59,3.08
649,CSE,CSE 11 ,"Nguyen, Hau Cao",SP18,142,47,65.2,28.3,11.59,3.29,3.16
650,CSE,CSE 11 ,"Nguyen, Hau Cao",WI18,247,114,68.15,54.55,9.445,3.24,2.97
651,CSE,CSE 11 ,"Ord, Richard",FA08,106,61,95.0,96.7,8.83,3.68,3.07
652,CSE,CSE 11 ,"Ord, Richard",FA09,108,62,98.4,95.1,11.47,3.65,3.42
653,CSE,CSE 11 ,"Ord, Richard",FA10,88,46,95.6,97.8,12.23,3.53,3.34
654,CSE,CSE 11 ,"Ord, Richard",FA11,155,69,91.3,95.5,12.64,3.52,3.44
655,CSE,CSE 11 ,"Ord, Richard",FA12,190,120,96.4,93.7,9.57,3.82,3.64
656,CSE,CSE 11 ,"Ord, Richard",FA13,179,103,93.9,92.9,11.17,3.71,3.63
657,CSE,CSE 11 ,"Ord, Richard",FA14,185,94,98.7,100.0,10.34,3.82,3.73
658,CSE,CSE 11 ,"Ord, Richard",FA15,498,261,94.8,96.66666666666669,11.07,3.6666666666666665,3.4500000000000006
659,CSE,CSE 11 ,"Ord, Richard",FA16,533,275,92.0,96.8,12.16,3.68,3.52
660,CSE,CSE 11 ,"Ord, Richard",FA17,516,286,89.55000000000003,94.55,11.655,3.575,3.36
661,CSE,CSE 11 ,"Ord, Richard",FA18,480,277,94.05,94.15,11.515,3.665,3.47
662,CSE,CSE 11 ,"Ord, Richard",WI13,153,71,90.0,94.3,13.49,3.51,3.39
663,CSE,CSE 11 ,"Ord, Richard",WI14,151,66,96.8,96.8,13.6,3.69,3.34
664,CSE,CSE 11 ,"Papadopoulos, Philip Micha",FA13,152,98,94.7,74.7,9.84,3.4,2.76
665,CSE,CSE 11 ,"Papadopoulos, Philip Micha",SP13,100,32,93.8,62.5,9.98,3.56,2.94
666,CSE,CSE 11 ,"Papadopoulos, Philip Micha",SP15,147,48,95.3,86.0,11.06,3.44,2.92
667,CSE,CSE 11 ,"Papadopoulos, Philip Micha",SP16,123,36,93.3,90.0,9.12,3.27,3.01
668,CSE,CSE 11 ,"Papadopoulos, Philip Micha",WI15,151,101,94.9,78.6,10.56,3.52,3.13
669,CSE,CSE 11 ,"Papadopoulos, Philip Micha",WI16,123,54,90.4,80.8,10.42,3.37,2.72
670,CSE,CSE 11 ,"Papadopoulos, Philip Micha",WI17,118,42,87.5,80.0,10.65,3.26,2.8
671,CSE,CSE 11 ,"Politz, Joseph Gibbs",SP17,162,65,88.5,85.2,10.33,3.46,3.41
672,CSE,CSE 11 ,"Politz, Joseph Gibbs",WI17,209,98,84.25,96.9,11.285,3.235,2.71
673,CSE,CSE 11 ,"Porter, Jesse D",FA14,173,80,94.4,73.6,8.14,3.75,3.68
674,CSE,CSE 11 ,"Zaitsev, Anna L",WI19,304,260,90.35,89.25,10.915,3.5,3.36
675,CSE,CSE 110 ,"Allos, Haytham Issa",FA14,165,69,76.6,54.7,8.44,3.23,3.26
676,CSE,CSE 110 ,"Arsanjani, Ali Paul",FA14,79,44,89.7,76.9,7.26,3.18,3.09
677,CSE,CSE 110 ,"Arsanjani, Ali Paul",WI15,115,49,76.6,25.5,7.8,3.33,3.02
678,CSE,CSE 110 ,"Dahlstrom, Dana B.",FA08,24,23,68.2,95.5,5.5,3.65,3.27
679,CSE,CSE 110 ,"Dahlstrom, Dana B.",SP08,51,36,88.2,85.3,8.5,3.63,2.85
680,CSE,CSE 110 ,"Dahlstrom, Dana B.",SP10,56,30,75.9,51.7,9.88,3.33,2.74
681,CSE,CSE 110 ,"Dahlstrom, Dana B.",WI08,46,31,65.5,72.4,6.44,3.71,3.05
682,CSE,CSE 110 ,"Dahlstrom, Dana B.",WI09,48,38,84.2,76.3,7.64,3.5,2.88
683,CSE,CSE 110 ,"Gillespie, Gary N",FA10,33,14,78.6,92.9,12.36,3.86,3.52
684,CSE,CSE 110 ,"Gillespie, Gary N",FA12,40,12,100.0,90.0,12.1,3.6,3.08
685,CSE,CSE 110 ,"Gillespie, Gary N",FA17,250,218,75.2,65.5,8.58,3.46,3.41
686,CSE,CSE 110 ,"Gillespie, Gary N",FA18,247,83,65.0,57.7,10.01,3.53,3.31
687,CSE,CSE 110 ,"Gillespie, Gary N",SP11,125,56,80.0,69.1,10.5,3.43,3.08
688,CSE,CSE 110 ,"Gillespie, Gary N",SP12,130,63,85.7,66.7,11.48,3.37,3.23
689,CSE,CSE 110 ,"Gillespie, Gary N",SP13,200,50,95.8,89.6,10.17,3.67,3.16
690,CSE,CSE 110 ,"Gillespie, Gary N",SP14,193,55,88.5,88.5,10.5,3.51,3.41
691,CSE,CSE 110 ,"Gillespie, Gary N",SP15,191,94,85.4,79.8,11.03,3.38,3.28
692,CSE,CSE 110 ,"Gillespie, Gary N",SP16,199,71,87.0,87.0,10.38,3.67,3.36
693,CSE,CSE 110 ,"Gillespie, Gary N",SP18,241,148,72.4,63.2,8.9,3.54,3.31
694,CSE,CSE 110 ,"Gillespie, Gary N",SP19,295,101,51.0,47.4,7.8,3.46,3.39
695,CSE,CSE 110 ,"Gillespie, Gary N",WI12,120,59,81.4,69.5,11.81,3.38,3.15
696,CSE,CSE 110 ,"Gillespie, Gary N",WI17,388,175,84.0,59.5,10.02,3.47,3.19
697,CSE,CSE 110 ,"Griswold, William G.",SP16,301,204,84.1,60.7,9.13,3.36,2.94
698,CSE,CSE 110 ,"Griswold, William G.",SP17,193,142,90.1,81.6,9.88,3.42,3.08
699,CSE,CSE 110 ,"Griswold, William G.",WI13,189,70,77.3,50.0,10.22,3.43,3.18
700,CSE,CSE 110 ,"Griswold, William G.",WI14,194,95,94.6,84.8,10.36,3.41,3.07
701,CSE,CSE 110 ,"Griswold, William G.",WI18,203,154,83.0,81.0,11.48,3.5,3.1
